timestamp_utc,timestamp,machine_name,machine_output
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_B,101.83
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_C,102.04
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_C,96.18
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_A,98.65
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_A,101.65
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_C,100.49
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_C,98.35
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_A,99.93
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_A,98.32
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_B,100.85
2023-11-05 04:33:00+00:00,2023-11-05 00:33:00-04:00,Machine_B,100.3
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_A,96.86
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_A,101.85
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_B,101.25
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_B,104.45
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_C,103.11
2023-11-05 04:34:00+00:00,2023-11-05 00:34:00-04:00,Machine_C,104.19
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_B,101.77
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_B,96.66
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_C,99.36
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_C,102.09
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_A,103.63
2023-11-05 04:35:00+00:00,2023-11-05 00:35:00-04:00,Machine_A,104.71
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_B,99.53
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_B,95.43
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_A,103.19
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_A,101.0
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_C,99.23
2023-11-05 04:36:00+00:00,2023-11-05 00:36:00-04:00,Machine_C,101.13
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_A,99.54
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_A,97.54
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_B,95.93
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_B,102.48
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_C,99.05
2023-11-05 04:37:00+00:00,2023-11-05 00:37:00-04:00,Machine_C,95.44
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_B,102.8
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_B,98.67
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_C,102.03
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_A,97.89
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_A,99.96
2023-11-05 04:38:00+00:00,2023-11-05 00:38:00-04:00,Machine_C,96.34
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_B,99.21
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_C,99.33
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_C,100.88
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_A,99.33
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_A,104.86
2023-11-05 04:39:00+00:00,2023-11-05 00:39:00-04:00,Machine_B,99.24
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_A,97.75
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_A,95.8
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_B,100.15
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_B,102.5
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_C,95.45
2023-11-05 04:40:00+00:00,2023-11-05 00:40:00-04:00,Machine_C,97.95
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_B,104.53
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_B,97.54
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_C,102.84
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_C,99.71
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_A,103.82
2023-11-05 04:41:00+00:00,2023-11-05 00:41:00-04:00,Machine_A,102.52
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_C,100.35
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_C,102.7
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_A,103.03
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_B,102.88
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_B,97.19
2023-11-05 04:42:00+00:00,2023-11-05 00:42:00-04:00,Machine_A,102.44
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_C,97.65
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_A,96.74
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_A,95.01
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_B,102.14
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_B,96.39
2023-11-05 04:43:00+00:00,2023-11-05 00:43:00-04:00,Machine_C,96.7
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_A,97.33
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_A,102.04
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_C,103.22
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_C,98.03
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_B,104.14
2023-11-05 04:44:00+00:00,2023-11-05 00:44:00-04:00,Machine_B,100.74
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_C,102.94
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_C,97.06
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_A,104.47
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_A,97.39
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_B,100.95
2023-11-05 04:45:00+00:00,2023-11-05 00:45:00-04:00,Machine_B,95.24
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_A,95.33
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_A,96.59
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_B,99.04
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_B,99.78
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_C,95.42
2023-11-05 04:46:00+00:00,2023-11-05 00:46:00-04:00,Machine_C,97.24
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_B,98.19
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_B,104.37
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_C,95.11
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_C,95.66
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_A,101.42
2023-11-05 04:47:00+00:00,2023-11-05 00:47:00-04:00,Machine_A,101.4
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_B,104.34
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_B,102.28
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_A,103.08
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_A,98.38
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_C,100.37
2023-11-05 04:48:00+00:00,2023-11-05 00:48:00-04:00,Machine_C,103.18
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_A,95.63
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_A,97.07
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_B,104.62
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_B,100.78
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_C,99.36
2023-11-05 04:49:00+00:00,2023-11-05 00:49:00-04:00,Machine_C,101.26
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_B,104.85
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_B,95.49
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_C,102.24
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_C,101.31
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_A,102.96
2023-11-05 04:50:00+00:00,2023-11-05 00:50:00-04:00,Machine_A,104.84
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_C,104.6
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_C,102.18
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_A,99.92
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_A,104.35
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_B,99.78
2023-11-05 04:51:00+00:00,2023-11-05 00:51:00-04:00,Machine_B,98.49
2023-11-05 04:52:00+00:00,2023-11-05 00:52:00-04:00,Machine_C,99.17
2023-11-05 04:52:00+00:00,2023-11-05 00:52:00-04:00,Machine_C,98.91
2023-11-05 04:52:00+00:00,2023-11-05 00:52:00-04:00,Machine_B,96.7
2023-11-05 04:52:00+00:00,2023-11-05 00:52:00-04:00,Machine_B,104.91
2023-11-05 04:52:00+00:00,2023-11-05 00:52:00-04:00,Machine_A,99.7
